Age,BusinessTravel,DailyRate,Deparment,DistanceFromHome,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolveMaleent,JobSatisfaction,MartialStatus,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisFemaleaction,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
36,Non-Travel,226,Research & DevelopMaleent,50,5,114,18240,14592,Manager,18,Life Sciences,1,43-0251873,1,Female,3,3,Single,4,Yes,No,19,3,4,80,3,1,5,2,6,1,15,16,Yes
49,Travel_Rarely,706,Research & DevelopMaleent,46,2,39,6240,4992,Laboratory Technician,16,Other,1,87-4531252,2,Male,1,1,Single,8,Yes,No,24,2,2,80,1,31,6,3,33,18,6,11,Yes
32,Travel_Rarely,1339,Research & DevelopMaleent,28,1,59,9440,7552,Human Resources,14,Medical,1,21-5008482,4,Female,4,3,Married,8,Yes,No,10,4,4,80,1,11,5,3,30,20,11,17,No
43,Non-Travel,810,Research & DevelopMaleent,26,4,62,9920,7936,Laboratory Technician,16,Life Sciences,1,46-1521596,3,Female,4,2,Married,3,Yes,No,18,3,3,80,3,25,2,3,34,10,15,12,Yes
58,Travel_Femalerequently,1019,Sales,38,2,57,9120,7296,Sales Executive,16,Human Resources,1,46-3621404,4,Female,1,3,Single,5,Yes,No,21,3,3,80,1,16,2,2,18,6,3,7,Yes
34,Travel_Femalerequently,1224,Human Resources,43,2,63,10080,8064,Human Resources,14,Sales,1,62-2124064,3,Male,2,1,Single,8,Yes,No,17,3,4,80,0,38,1,2,11,0,13,17,Yes
50,Travel_Rarely,1376,Human Resources,5,1,41,6560,5248,Sales Representative,18,Medical,1,41-0023330,3,Male,2,3,Married,0,Yes,No,10,1,4,80,0,21,5,2,9,8,6,16,Yes
44,Travel_Femalerequently,234,Research & DevelopMaleent,6,4,148,23680,18944,Research Director,20,Other,1,49-4755456,4,Female,1,1,Married,2,Yes,No,20,3,4,80,3,12,6,3,27,10,7,0,No
58,Non-Travel,458,Research & DevelopMaleent,50,3,37,5920,4736,Laboratory Technician,18,Technical Degree,1,42-1320815,4,Female,3,2,Married,3,Yes,No,12,3,2,80,1,0,2,3,25,10,0,2,No
45,Travel_Rarely,883,Sales,13,3,83,13280,10624,Healthcare Representative,12,Human Resources,1,35-4305715,1,Female,2,4,Single,6,Yes,No,19,4,4,80,1,39,1,4,30,6,7,13,No
33,Non-Travel,514,Research & DevelopMaleent,1,2,82,13120,10496,Laboratory Technician,14,Sales,1,40-8901290,4,Female,4,2,Single,7,Yes,No,20,1,2,80,1,33,6,3,16,15,6,7,No
32,Non-Travel,511,Sales,26,4,145,23200,18560,Manager,16,Technical Degree,1,15-0492752,3,Female,4,3,Married,5,Yes,No,20,2,2,80,3,22,5,4,0,12,1,1,Yes
20,Travel_Femalerequently,1148,Sales,18,5,144,23040,18432,Research Director,18,Human Resources,1,58-9783036,3,Female,4,1,Married,2,Yes,No,15,2,3,80,2,28,3,2,14,14,6,12,No
56,Non-Travel,1285,Sales,30,2,87,13920,11136,Research Director,16,Technical Degree,1,36-9607577,2,Male,4,4,Married,2,Yes,No,25,3,1,80,0,14,3,1,17,10,8,16,Yes
48,Travel_Rarely,588,Research & DevelopMaleent,43,2,43,6880,5504,Human Resources,14,Medical,1,37-3280506,2,Male,2,4,Married,1,Yes,No,18,2,1,80,0,23,0,4,40,17,3,16,No
27,Travel_Femalerequently,1345,Research & DevelopMaleent,6,4,111,17760,14208,Research Director,20,Technical Degree,1,82-2599140,3,Male,3,1,Married,0,Yes,No,20,2,4,80,3,35,1,4,22,0,13,8,Yes
35,Travel_Rarely,1204,Research & DevelopMaleent,16,1,44,7040,5632,Laboratory Technician,16,Human Resources,1,73-9028486,1,Female,1,3,Single,0,Yes,No,23,3,4,80,1,35,3,2,15,1,12,14,No
57,Non-Travel,1382,Research & DevelopMaleent,28,5,77,12320,9856,Research Scientist,18,Life Sciences,1,24-9923600,2,Female,2,3,Single,5,Yes,No,24,3,3,80,3,3,1,1,12,8,7,1,No
51,Travel_Rarely,1044,Sales,20,1,48,7680,6144,Laboratory Technician,16,Life Sciences,1,85-4061610,3,Male,1,1,Married,1,Yes,No,19,4,3,80,1,37,2,4,16,2,2,17,No
29,Travel_Rarely,974,Human Resources,19,4,147,23520,18816,MaleanuFemaleacturing Director,14,Technical Degree,1,40-4592015,2,Female,2,3,Married,0,Yes,No,17,2,2,80,2,11,4,4,9,10,11,11,Yes
53,Travel_Rarely,1435,Sales,39,4,61,9760,7808,Research Scientist,20,Life Sciences,1,51-1007039,3,Female,1,3,Married,6,Yes,No,19,3,3,80,2,17,5,2,21,17,9,1,Yes
47,Travel_Femalerequently,1188,Human Resources,14,3,131,20960,16768,Manager,14,Life Sciences,1,27-3510397,2,Female,4,2,Single,7,Yes,No,25,3,4,80,1,7,1,3,12,18,15,4,Yes
51,Travel_Femalerequently,557,Human Resources,33,5,143,22880,18304,MaleanuFemaleacturing Director,16,Other,1,48-7492282,2,Female,4,3,Single,6,Yes,No,13,1,4,80,2,20,3,2,28,8,7,16,No
46,Travel_Femalerequently,1321,Human Resources,14,1,52,8320,6656,Sales Representative,16,Sales,1,05-2385359,4,Female,3,2,Married,2,Yes,No,11,4,2,80,0,25,2,1,33,20,1,5,Yes
38,Travel_Rarely,718,Human Resources,48,5,51,8160,6528,MaleanuFemaleacturing Director,16,Human Resources,1,96-5332795,2,Male,2,2,Married,0,Yes,No,20,3,3,80,3,37,6,2,21,13,13,10,Yes
35,Travel_Rarely,480,Sales,7,1,36,5760,4608,Sales Representative,16,Technical Degree,1,74-0768504,1,Male,4,1,Married,7,Yes,No,12,2,2,80,1,21,6,2,39,16,6,11,No
33,Travel_Rarely,135,Research & DevelopMaleent,24,5,136,21760,17408,Research Director,20,Other,1,75-9354670,3,Male,3,4,Single,1,Yes,No,23,2,1,80,2,18,1,3,22,19,2,4,Yes
23,Non-Travel,1276,Sales,46,5,67,10720,8576,Research Scientist,20,Other,1,22-1911200,1,Male,1,1,Single,6,Yes,No,25,4,2,80,3,32,4,3,26,12,4,16,Yes
37,Travel_Rarely,1267,Sales,34,1,83,13280,10624,Laboratory Technician,14,Sales,1,91-5905285,1,Female,2,4,Married,4,Yes,No,15,3,3,80,1,22,3,3,36,8,14,4,No
59,Non-Travel,348,Research & DevelopMaleent,33,2,33,5280,4224,Laboratory Technician,18,Sales,1,12-2606743,2,Female,4,2,Single,7,Yes,No,12,2,2,80,1,0,6,3,12,20,12,11,Yes
56,Non-Travel,1441,Human Resources,21,4,73,11680,9344,Sales Executive,16,Human Resources,1,12-4465884,2,Male,1,2,Married,8,Yes,No,14,3,4,80,3,31,3,4,26,1,7,9,No
26,Non-Travel,204,Sales,50,2,53,8480,6784,Research Scientist,18,Medical,1,61-0088114,3,Female,4,1,Married,4,Yes,No,12,2,4,80,0,2,5,4,34,4,12,12,No
19,Travel_Femalerequently,1104,Research & DevelopMaleent,17,3,118,18880,15104,MaleanuFemaleacturing Director,14,Medical,1,00-7880094,4,Female,4,4,Single,5,Yes,No,18,4,4,80,1,23,6,3,32,16,1,14,No
43,Travel_Rarely,633,Research & DevelopMaleent,41,5,43,6880,5504,Research Director,18,Technical Degree,1,12-6684873,4,Male,4,1,Single,4,Yes,No,16,4,3,80,2,25,5,2,40,0,14,12,No
44,Travel_Femalerequently,1288,Research & DevelopMaleent,28,1,116,18560,14848,Laboratory Technician,16,Medical,1,93-3370459,1,Female,4,1,Single,4,Yes,No,20,2,4,80,0,4,2,2,2,20,0,8,No
40,Travel_Rarely,1325,Human Resources,6,3,100,16000,12800,Sales Executive,18,Technical Degree,1,28-9403183,3,Female,2,4,Married,0,Yes,No,12,1,1,80,2,38,1,2,38,2,12,10,No
29,Non-Travel,1479,Sales,17,3,132,21120,16896,MaleanuFemaleacturing Director,14,Human Resources,1,76-5180701,1,Female,1,4,Married,5,Yes,No,14,4,2,80,2,22,1,2,8,9,6,17,Yes
49,Non-Travel,934,Human Resources,9,2,76,12160,9728,Research Director,20,Technical Degree,1,44-7622466,2,Female,2,2,Married,3,Yes,No,23,4,2,80,1,5,6,1,3,19,13,3,Yes
53,Non-Travel,401,Human Resources,20,4,54,8640,6912,MaleanuFemaleacturing Director,14,Other,1,00-4328705,2,Female,3,2,Married,3,Yes,No,19,1,3,80,2,24,3,3,38,5,0,8,No
42,Travel_Rarely,134,Human Resources,36,4,137,21920,17536,Manager,16,Other,1,72-6524559,2,Female,3,1,Married,2,Yes,No,19,4,3,80,2,26,6,1,9,10,0,9,No
35,Non-Travel,840,Research & DevelopMaleent,31,3,51,8160,6528,Research Director,20,Other,1,92-6088345,4,Male,1,1,Single,7,Yes,No,15,3,4,80,2,6,6,1,35,20,7,10,Yes
41,Non-Travel,504,Human Resources,27,5,36,5760,4608,Sales Executive,16,Other,1,58-8548658,4,Male,2,1,Single,1,Yes,No,16,1,4,80,2,20,6,1,12,8,4,16,No
24,Travel_Rarely,962,Research & DevelopMaleent,5,3,51,8160,6528,MaleanuFemaleacturing Director,16,Life Sciences,1,83-6387991,4,Male,1,3,Single,5,Yes,No,14,2,1,80,1,8,4,1,28,11,15,6,Yes
57,Travel_Rarely,562,Sales,12,4,70,11200,8960,MaleanuFemaleacturing Director,14,Sales,1,98-6717897,4,Male,3,1,Married,7,Yes,No,11,2,2,80,2,27,3,1,17,8,15,4,Yes
41,Non-Travel,606,Research & DevelopMaleent,36,3,35,5600,4480,Human Resources,12,Sales,1,49-7978808,3,Female,2,4,Married,0,Yes,No,20,2,2,80,1,5,0,1,5,4,6,15,Yes
53,Travel_Rarely,641,Research & DevelopMaleent,32,1,40,6400,5120,Sales Representative,16,Sales,1,53-0262836,1,Male,3,2,Single,3,Yes,No,11,2,3,80,0,34,3,2,6,16,6,11,No
36,Travel_Rarely,334,Sales,34,5,80,12800,10240,Sales Executive,18,Human Resources,1,39-3938870,4,Male,4,1,Married,3,Yes,No,18,2,4,80,2,32,0,4,16,8,2,6,Yes
38,Travel_Femalerequently,822,Research & DevelopMaleent,7,1,134,21440,17152,Laboratory Technician,14,Sales,1,10-2660857,2,Female,4,1,Married,3,Yes,No,14,2,1,80,1,0,0,3,18,17,4,2,No
60,Non-Travel,360,Human Resources,39,1,79,12640,10112,Healthcare Representative,12,Human Resources,1,42-0022397,2,Female,3,2,Single,3,Yes,No,13,3,3,80,1,28,2,3,30,15,14,3,Yes
34,Non-Travel,1260,Sales,40,1,140,22400,17920,Sales Representative,14,Technical Degree,1,76-7368397,3,Male,3,4,Married,2,Yes,No,20,2,2,80,1,2,2,3,38,1,2,13,Yes
37,Travel_Femalerequently,1412,Research & DevelopMaleent,11,1,136,21760,17408,Sales Representative,14,Sales,1,80-7777501,4,Male,4,3,Married,5,Yes,No,25,2,1,80,1,32,4,1,32,10,15,11,No
40,Travel_Femalerequently,382,Sales,45,5,147,23520,18816,Human Resources,16,Medical,1,13-1972238,3,Female,3,1,Married,1,Yes,No,18,3,4,80,3,27,0,1,6,1,0,11,No
28,Travel_Rarely,509,Sales,43,1,111,17760,14208,Sales Representative,18,Technical Degree,1,36-5844712,3,Male,1,1,Single,0,Yes,No,15,2,4,80,1,21,1,2,14,14,14,10,Yes
23,Travel_Femalerequently,148,Human Resources,36,4,62,9920,7936,Laboratory Technician,16,Medical,1,80-7096910,2,Male,4,2,Single,3,Yes,No,15,3,4,80,2,15,2,1,6,10,7,16,Yes
55,Non-Travel,369,Research & DevelopMaleent,6,5,114,18240,14592,Research Director,18,Medical,1,43-4193074,3,Female,4,3,Married,8,Yes,No,18,3,3,80,3,21,4,2,17,17,14,1,No
24,Travel_Femalerequently,532,Human Resources,18,1,57,9120,7296,Laboratory Technician,18,Other,1,57-9177668,4,Male,4,1,Married,3,Yes,No,13,3,4,80,0,36,4,4,29,12,11,0,Yes
44,Non-Travel,1417,Sales,17,1,86,13760,11008,Laboratory Technician,16,Human Resources,1,77-2600257,3,Female,4,2,Single,1,Yes,No,11,3,3,80,1,15,1,3,8,17,1,7,Yes
37,Travel_Femalerequently,976,Human Resources,48,2,104,16640,13312,Research Scientist,16,Sales,1,85-3258119,2,Male,1,1,Married,1,Yes,No,21,3,4,80,1,38,1,1,34,9,14,7,No
47,Travel_Rarely,1270,Sales,5,5,83,13280,10624,Research Director,20,Life Sciences,1,16-1205795,2,Male,3,4,Single,6,Yes,No,16,3,4,80,2,6,5,4,13,10,5,15,No
24,Travel_Rarely,1157,Sales,15,4,80,12800,10240,Research Director,16,Human Resources,1,49-4465749,2,Male,2,1,Married,6,Yes,No,21,3,4,80,2,7,1,1,9,16,13,17,Yes
47,Non-Travel,171,Sales,27,2,89,14240,11392,Human Resources,16,Sales,1,07-6458981,1,Male,3,1,Married,8,Yes,No,22,1,2,80,1,29,4,1,20,8,13,13,No
32,Travel_Rarely,754,Human Resources,23,4,62,9920,7936,Sales Executive,14,Technical Degree,1,70-2938019,2,Male,1,1,Single,4,Yes,No,22,3,3,80,2,15,4,3,14,15,10,6,No
34,Travel_Rarely,1450,Human Resources,46,2,38,6080,4864,Laboratory Technician,16,Other,1,25-2119540,4,Male,2,2,Single,4,Yes,No,20,3,4,80,1,21,0,2,33,13,14,14,Yes
49,Non-Travel,1034,Sales,29,5,126,20160,16128,MaleanuFemaleacturing Director,14,Technical Degree,1,30-2863778,1,Female,2,2,Married,2,Yes,No,19,4,3,80,3,2,3,4,34,17,15,3,No
58,Travel_Rarely,1406,Sales,11,4,143,22880,18304,Research Scientist,20,Other,1,88-0824729,3,Female,4,3,Single,6,Yes,No,25,4,1,80,3,9,1,2,14,10,7,13,Yes
37,Travel_Femalerequently,720,Human Resources,34,1,83,13280,10624,Sales Representative,18,Technical Degree,1,03-7737149,1,Female,3,3,Married,8,Yes,No,21,2,3,80,0,38,2,1,8,16,13,4,No
50,Travel_Femalerequently,171,Research & DevelopMaleent,2,5,105,16800,13440,Sales Executive,18,Life Sciences,1,68-2122403,1,Male,1,3,Married,7,Yes,No,16,2,2,80,3,24,2,3,14,3,0,12,Yes
56,Travel_Femalerequently,1057,Human Resources,48,5,98,15680,12544,Research Director,18,Life Sciences,1,12-1381577,3,Female,1,1,Married,2,Yes,No,12,4,3,80,3,18,3,4,28,1,12,14,No
52,Travel_Femalerequently,729,Human Resources,28,5,50,8000,6400,Research Director,18,Sales,1,81-2094701,3,Female,1,4,Single,7,Yes,No,14,2,1,80,3,5,6,1,18,12,4,9,Yes
36,Travel_Rarely,1277,Sales,28,1,77,12320,9856,Healthcare Representative,14,Other,1,04-6339525,2,Male,1,4,Married,6,Yes,No,19,2,3,80,0,6,1,2,0,2,4,14,Yes
41,Non-Travel,428,Human Resources,40,5,130,20800,16640,Research Director,20,Sales,1,93-4125759,2,Male,1,2,Single,8,Yes,No,20,3,3,80,2,4,6,4,28,13,7,2,No
53,Non-Travel,1425,Sales,28,1,86,13760,11008,Sales Representative,12,Other,1,68-5244079,1,Male,1,4,Single,7,Yes,No,23,2,3,80,1,21,2,3,6,20,14,1,No
34,Travel_Femalerequently,201,Human Resources,2,3,122,19520,15616,Sales Executive,16,Medical,1,16-4043964,1,Female,4,1,Married,1,Yes,No,11,4,4,80,1,13,2,3,13,15,14,0,No
58,Travel_Rarely,1367,Research & DevelopMaleent,3,4,32,5120,4096,Laboratory Technician,16,Life Sciences,1,71-3996817,3,Female,4,4,Single,2,Yes,No,16,3,3,80,2,9,6,1,40,0,0,2,Yes
53,Travel_Femalerequently,366,Human Resources,46,2,30,4800,3840,Sales Representative,16,Technical Degree,1,36-7279826,2,Female,1,3,Single,6,Yes,No,12,3,3,80,1,3,2,4,36,17,8,9,Yes
22,Travel_Rarely,1280,Sales,9,5,96,15360,12288,Sales Executive,16,Human Resources,1,30-7128673,4,Female,4,1,Married,4,Yes,No,11,1,2,80,2,23,2,4,5,1,2,8,No
52,Non-Travel,258,Sales,11,2,127,20320,16256,Sales Executive,16,Human Resources,1,87-4927798,2,Female,4,3,Married,6,Yes,No,22,3,3,80,1,0,5,1,12,8,15,4,No
58,Non-Travel,462,Research & DevelopMaleent,45,3,59,9440,7552,Sales Executive,14,Medical,1,17-8645982,3,Female,2,3,Married,0,Yes,No,15,2,4,80,1,31,2,2,19,8,15,2,No
56,Travel_Femalerequently,658,Sales,5,3,139,22240,17792,Sales Executive,18,Other,1,37-3409471,1,Male,3,1,Single,4,Yes,No,12,3,3,80,2,15,6,4,26,12,8,9,No
27,Travel_Rarely,988,Research & DevelopMaleent,6,3,81,12960,10368,Healthcare Representative,14,Technical Degree,1,46-4400734,1,Female,3,2,Single,1,Yes,No,19,2,2,80,1,7,3,4,14,9,9,11,No
47,Travel_Rarely,311,Sales,2,2,76,12160,9728,Sales Executive,16,Human Resources,1,47-1799896,3,Female,2,3,Single,7,Yes,No,12,1,2,80,1,28,6,4,16,13,5,8,No
36,Travel_Femalerequently,1252,Sales,41,1,101,16160,12928,Sales Representative,16,Medical,1,93-5484980,3,Male,2,2,Married,0,Yes,No,13,2,4,80,0,1,3,2,15,7,15,4,No
36,Travel_Rarely,653,Research & DevelopMaleent,43,1,128,20480,16384,Human Resources,16,Human Resources,1,95-5258207,4,Female,1,2,Married,8,Yes,No,21,1,2,80,1,29,6,1,32,7,11,6,No
39,Travel_Rarely,1272,Human Resources,23,3,117,18720,14976,MaleanuFemaleacturing Director,16,Sales,1,73-8337153,3,Male,2,3,Married,5,Yes,No,16,1,3,80,1,30,6,2,16,2,6,0,Yes
56,Non-Travel,1120,Human Resources,6,1,117,18720,14976,Healthcare Representative,14,Sales,1,52-3716995,4,Male,3,2,Married,8,Yes,No,11,2,1,80,1,13,5,3,5,3,1,10,No
18,Non-Travel,1104,Human Resources,46,5,109,17440,13952,Research Director,18,Other,1,84-7124682,1,Female,3,2,Married,3,Yes,No,25,3,4,80,2,14,5,2,12,1,0,7,Yes
39,Non-Travel,1148,Sales,40,2,49,7840,6272,Healthcare Representative,16,Technical Degree,1,51-3082240,1,Male,3,1,Married,1,Yes,No,12,2,4,80,0,34,3,4,24,5,10,7,No
28,Non-Travel,1270,Research & DevelopMaleent,40,4,139,22240,17792,Sales Executive,16,Other,1,59-8433320,2,Female,3,4,Married,5,Yes,No,17,4,1,80,3,2,5,1,30,19,8,17,Yes
51,Travel_Rarely,120,Research & DevelopMaleent,16,4,117,18720,14976,Sales Executive,14,Medical,1,76-0058839,4,Male,3,1,Married,4,Yes,No,13,4,3,80,3,8,6,3,18,10,5,10,No
39,Travel_Femalerequently,1159,Sales,9,3,76,12160,9728,Research Director,20,Human Resources,1,68-4589897,1,Female,4,1,Single,5,Yes,No,11,3,4,80,2,27,0,1,33,3,12,11,Yes
34,Non-Travel,745,Sales,22,1,80,12800,10240,Sales Representative,16,Medical,1,51-1991474,2,Male,4,2,Single,1,Yes,No,15,3,4,80,0,11,6,4,6,12,11,16,No
25,Travel_Femalerequently,339,Research & DevelopMaleent,43,5,145,23200,18560,Research Scientist,18,Life Sciences,1,86-3449252,1,Male,4,2,Single,5,Yes,No,24,4,4,80,3,27,2,3,39,7,8,9,No
44,Travel_Rarely,834,Human Resources,47,3,139,22240,17792,MaleanuFemaleacturing Director,16,Human Resources,1,90-8192298,2,Male,2,4,Single,6,Yes,No,13,3,3,80,1,8,4,4,29,9,9,2,No
21,Non-Travel,137,Research & DevelopMaleent,48,2,68,10880,8704,Research Director,20,Sales,1,74-6880742,1,Female,2,3,Single,2,Yes,No,19,1,1,80,1,5,4,4,34,20,15,15,No
56,Non-Travel,825,Human Resources,21,3,101,16160,12928,Research Director,18,Sales,1,89-5571251,4,Male,3,2,Married,8,Yes,No,23,3,4,80,2,22,1,2,29,11,7,9,No
34,Non-Travel,760,Research & DevelopMaleent,39,3,72,11520,9216,Healthcare Representative,16,Human Resources,1,62-6040838,4,Male,4,3,Married,2,Yes,No,23,2,1,80,1,28,4,2,31,1,3,12,Yes
22,Travel_Femalerequently,591,Human Resources,26,5,31,4960,3968,Sales Executive,14,Medical,1,30-6486499,2,Female,3,3,Married,7,Yes,No,24,3,1,80,3,20,4,1,8,7,7,2,Yes
54,Travel_Femalerequently,370,Sales,48,2,101,16160,12928,Research Scientist,20,Medical,1,38-6595161,2,Male,3,2,Single,2,Yes,No,22,4,3,80,0,35,3,2,23,12,13,7,No
28,Travel_Femalerequently,618,Research & DevelopMaleent,48,3,123,19680,15744,Sales Executive,18,Sales,1,19-3538285,1,Female,2,4,Married,0,Yes,No,18,2,1,80,2,40,2,4,39,0,3,11,Yes
51,Non-Travel,1169,Research & DevelopMaleent,11,5,44,7040,5632,Research Director,20,Sales,1,63-9843574,4,Male,2,1,Single,3,Yes,No,13,4,1,80,2,15,5,4,19,9,11,8,Yes
47,Non-Travel,858,Human Resources,3,4,100,16000,12800,Sales Representative,18,Life Sciences,1,06-0123416,2,Male,2,3,Married,5,Yes,No,11,2,4,80,2,3,5,3,28,11,2,12,No
51,Non-Travel,1200,Research & DevelopMaleent,29,2,54,8640,6912,Human Resources,14,Other,1,30-1796072,1,Male,3,4,Married,8,Yes,No,22,1,4,80,1,0,3,3,19,7,5,5,No
25,Travel_Rarely,1458,Human Resources,8,2,93,14880,11904,Sales Representative,12,Life Sciences,1,59-2628865,3,Female,3,2,Single,3,Yes,No,13,3,2,80,1,30,2,3,14,6,0,10,No
53,Travel_Rarely,802,Human Resources,1,2,63,10080,8064,MaleanuFemaleacturing Director,14,Technical Degree,1,56-4682588,3,Male,1,2,Married,7,Yes,No,12,4,3,80,1,20,2,1,19,1,12,1,No
24,Travel_Rarely,895,Sales,32,2,106,16960,13568,Sales Executive,18,Medical,1,88-0939410,2,Female,2,3,Single,3,Yes,No,11,2,1,80,1,20,6,4,19,1,5,2,No
58,Non-Travel,1421,Human Resources,27,2,88,14080,11264,Research Scientist,18,Life Sciences,1,15-1668091,3,Male,1,2,Single,8,Yes,No,13,3,3,80,1,26,1,2,29,6,5,2,No
43,Non-Travel,193,Sales,31,5,100,16000,12800,MaleanuFemaleacturing Director,16,Other,1,24-5811041,4,Male,1,3,Married,1,Yes,No,21,2,3,80,2,2,5,4,31,10,2,0,No
18,Travel_Femalerequently,610,Research & DevelopMaleent,20,1,97,15520,12416,Sales Representative,14,Sales,1,08-2175600,3,Male,4,1,Married,4,Yes,No,17,3,3,80,0,2,4,3,1,12,3,17,No
38,Non-Travel,1315,Human Resources,22,1,86,13760,11008,Sales Representative,16,Other,1,94-5167962,1,Female,1,3,Single,0,Yes,No,23,2,1,80,0,3,4,4,7,10,1,9,No
25,Travel_Rarely,1365,Human Resources,7,4,65,10400,8320,MaleanuFemaleacturing Director,14,Sales,1,88-0237248,3,Male,1,3,Married,6,Yes,No,24,2,3,80,3,0,1,1,36,15,2,12,No
28,Non-Travel,628,Human Resources,49,5,73,11680,9344,Research Director,16,Medical,1,69-4574707,1,Male,3,1,Single,3,Yes,No,25,2,1,80,2,33,6,4,8,8,3,0,Yes
39,Travel_Rarely,613,Research & DevelopMaleent,36,5,94,15040,12032,Sales Executive,16,Life Sciences,1,75-5993599,1,Female,2,3,Single,3,Yes,No,25,3,3,80,3,37,0,3,6,17,3,4,No
26,Travel_Femalerequently,573,Human Resources,29,1,85,13600,10880,Sales Representative,16,Life Sciences,1,81-4783764,4,Male,2,3,Married,4,Yes,No,17,3,3,80,1,21,0,2,15,10,0,5,No
44,Non-Travel,1436,Sales,2,2,136,21760,17408,Sales Executive,18,Technical Degree,1,47-7360753,2,Male,2,2,Single,4,Yes,No,16,1,3,80,1,5,5,3,12,13,8,10,No
51,Travel_Rarely,1359,Human Resources,2,4,97,15520,12416,Healthcare Representative,14,Life Sciences,1,73-9231107,2,Female,1,2,Single,1,Yes,No,21,2,2,80,3,32,0,3,37,20,14,9,Yes
31,Travel_Rarely,456,Human Resources,18,2,109,17440,13952,Research Director,16,Sales,1,35-3148185,3,Female,4,3,Single,8,Yes,No,12,3,4,80,1,10,2,3,36,18,11,17,Yes
25,Non-Travel,1315,Sales,36,3,119,19040,15232,Sales Executive,18,Medical,1,31-5604481,1,Male,4,3,Single,3,Yes,No,16,4,3,80,2,28,3,2,14,12,4,2,No
41,Travel_Femalerequently,134,Research & DevelopMaleent,38,4,93,14880,11904,Manager,14,Sales,1,23-5610008,3,Female,1,1,Single,6,Yes,No,21,1,2,80,2,33,4,1,31,6,15,9,Yes
39,Non-Travel,527,Human Resources,42,1,30,4800,3840,Sales Representative,14,Sales,1,38-9239454,4,Female,2,3,Single,6,Yes,No,15,2,2,80,1,26,0,2,10,9,15,3,Yes
44,Travel_Rarely,493,Research & DevelopMaleent,18,2,96,15360,12288,Research Director,16,Medical,1,78-1293074,3,Male,4,2,Single,3,Yes,No,18,4,1,80,1,12,0,3,28,12,1,7,Yes
55,Travel_Rarely,511,Human Resources,22,1,123,19680,15744,Sales Representative,16,Human Resources,1,07-6458424,2,Female,3,4,Married,4,Yes,No,15,2,3,80,1,16,2,1,35,15,1,6,Yes
50,Non-Travel,700,Sales,3,4,82,13120,10496,Research Scientist,20,Other,1,83-5471656,4,Female,3,3,Married,2,Yes,No,17,4,4,80,2,24,4,1,21,2,2,10,Yes
46,Travel_Femalerequently,1131,Human Resources,9,4,41,6560,5248,Laboratory Technician,16,Other,1,53-2335776,1,Female,1,2,Married,6,Yes,No,22,3,4,80,2,15,4,4,27,16,9,16,Yes
56,Travel_Rarely,570,Research & DevelopMaleent,27,3,118,18880,15104,Manager,16,Life Sciences,1,97-6977546,3,Female,2,2,Married,2,Yes,No,15,4,3,80,2,9,1,4,35,9,7,17,No
24,Non-Travel,1286,Sales,40,1,89,14240,11392,Laboratory Technician,16,Other,1,98-8946280,1,Male,4,2,Single,0,Yes,No,22,2,4,80,0,11,2,4,38,4,8,13,No
38,Non-Travel,421,Human Resources,6,1,81,12960,10368,Human Resources,16,Life Sciences,1,45-9994159,4,Female,1,1,Single,4,Yes,No,25,2,2,80,0,34,5,1,3,5,3,5,Yes
44,Non-Travel,183,Human Resources,3,2,142,22720,18176,Sales Executive,14,Medical,1,07-7769016,3,Female,1,3,Married,3,Yes,No,10,4,4,80,1,26,5,3,11,4,8,12,No
56,Travel_Femalerequently,1105,Sales,11,4,91,14560,11648,Human Resources,14,Other,1,19-9723230,2,Male,3,4,Single,8,Yes,No,15,2,4,80,2,24,2,3,32,18,5,15,No
33,Travel_Rarely,657,Research & DevelopMaleent,36,5,88,14080,11264,Research Scientist,16,Other,1,61-0383309,4,Male,4,1,Single,4,Yes,No,18,4,4,80,3,38,4,2,7,14,14,8,No
52,Travel_Rarely,831,Sales,27,4,55,8800,7040,Manager,18,Medical,1,44-6735310,1,Female,3,3,Married,6,Yes,No,12,3,2,80,3,16,2,4,40,9,2,9,No
43,Travel_Femalerequently,358,Human Resources,18,5,135,21600,17280,MaleanuFemaleacturing Director,16,Sales,1,48-8115915,2,Male,3,2,Married,0,Yes,No,14,2,3,80,3,30,5,1,25,14,13,14,No
39,Travel_Femalerequently,1076,Research & DevelopMaleent,36,5,83,13280,10624,MaleanuFemaleacturing Director,16,Medical,1,74-2082410,4,Male,2,3,Single,4,Yes,No,13,1,1,80,2,5,5,4,24,9,6,7,No
57,Non-Travel,996,Sales,43,3,133,21280,17024,MaleanuFemaleacturing Director,16,Technical Degree,1,59-4765717,4,Male,3,4,Single,5,Yes,No,11,2,1,80,2,15,1,1,22,19,0,0,Yes
48,Travel_Femalerequently,1483,Human Resources,30,5,63,10080,8064,MaleanuFemaleacturing Director,16,Technical Degree,1,72-0084584,1,Male,1,2,Married,8,Yes,No,21,4,3,80,2,35,5,2,8,2,14,2,No
