Age,BusinessTravel,DailyRate,Department,DistanceFemaleroMaleHoMalee,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolveMaleent,JobSatisfaction,MartialStatus,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisFemaleaction,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
50,Non-Travel,1204,Human Resources,43,3,103,16480,13184,Sales Executive,16,Sales,1,99-7617052,3,Female,4,3,Single,4,Yes,No,10,4,2,80,2,32,2,3,6,17,4,1,No
56,Non-Travel,1136,Research & DevelopMaleent,10,3,99,15840,12672,Manufacturing Director,16,Medical,1,15-6526065,3,Female,1,1,Married,1,Yes,No,10,3,3,80,2,11,2,1,17,5,0,1,No
24,Travel_Rarely,508,Research & DevelopMaleent,44,5,132,21120,16896,Manufacturing Director,16,Life Sciences ,1,87-6191878,1,Female,3,4,Married,5,Yes,No,15,1,4,80,3,36,6,1,9,18,10,12,No
29,Travel_Rarely,597,Research & DevelopMaleent,38,2,82,13120,10496,Laboratory Technician,18,Technical Degree,1,87-2171422,4,Male,3,4,Married,0,Yes,No,22,3,4,80,0,12,5,2,31,11,15,8,No
23,Non-Travel,1122,Sales,9,4,130,20800,16640,Research Director,16,Human Resources,1,41-7795420,1,Female,1,4,Single,3,Yes,No,17,1,1,80,2,34,3,1,19,4,14,1,No
37,Travel_Femalerequently,1078,Research & DevelopMaleent,16,4,105,16800,13440,Manufacturing Director,16,Technical Degree,1,66-5570962,2,Male,1,2,Married,7,Yes,No,10,4,3,80,2,29,0,3,36,2,0,11,No
22,Travel_Femalerequently,1104,Research & DevelopMaleent,24,4,146,23360,18688,Research Scientist,16,Life Sciences ,1,28-8819005,4,Female,1,2,Single,8,Yes,No,20,4,1,80,3,9,2,4,34,2,10,13,Yes
45,Travel_Rarely,722,Human Resources,16,2,53,8480,6784,Manufacturing Director,16,Sales,1,74-4858214,4,Female,2,4,Single,4,Yes,No,19,2,1,80,1,24,1,1,19,7,5,3,Yes
60,Travel_Femalerequently,1032,Human Resources,49,5,73,11680,9344,Manufacturing Director,16,Sales,1,04-0404466,1,Female,2,2,Married,7,Yes,No,18,3,2,80,3,12,0,2,22,7,7,15,Yes
50,Non-Travel,983,Research & DevelopMaleent,49,5,146,23360,18688,Manufacturing Director,16,Life Sciences ,1,61-6587683,3,Female,2,1,Married,4,Yes,No,15,3,3,80,2,8,4,1,27,14,9,3,No
37,Travel_Femalerequently,812,Research & DevelopMaleent,33,2,46,7360,5888,Healthcare Representative,12,Sales,1,23-4665180,3,Male,1,3,Married,2,Yes,No,14,2,3,80,1,14,4,4,31,11,0,17,No
19,Travel_Rarely,569,Research & DevelopMaleent,31,3,135,21600,17280,Manager,16,Sales,1,71-1783145,4,Female,3,2,Married,0,Yes,No,11,1,1,80,1,22,4,1,15,14,1,4,No
18,Non-Travel,920,Research & DevelopMaleent,11,2,98,15680,12544,Manufacturing Director,16,Other,1,72-3325639,1,Female,2,1,Married,4,Yes,No,10,2,2,80,1,27,3,2,18,5,4,9,No
37,Travel_Rarely,402,Sales,16,2,118,18880,15104,Sales Executive,16,Human Resources,1,17-3198823,3,Female,1,4,Single,5,Yes,No,15,3,2,80,0,19,3,3,36,9,10,13,Yes
45,Travel_Rarely,603,Sales,14,4,38,6080,4864,Sales Representative,12,Other,1,11-4620573,4,Female,3,4,Single,5,Yes,No,25,1,4,80,2,9,1,3,12,11,3,1,No
41,Travel_Rarely,329,Sales,25,3,84,13440,10752,Healthcare Representative,12,Sales,1,88-1073922,1,Male,3,1,Single,2,Yes,No,12,4,4,80,1,22,5,1,32,18,3,2,No
48,Non-Travel,1183,Human Resources,11,4,49,7840,6272,Sales Representative,12,Medical,1,73-1426514,2,Female,3,1,Single,1,Yes,No,18,2,3,80,3,3,4,4,38,16,9,1,No
21,Non-Travel,329,Research & DevelopMaleent,9,3,76,12160,9728,Research Director,18,Human Resources,1,03-3906679,4,Male,2,2,Married,0,Yes,No,13,2,4,80,2,24,4,1,12,9,4,0,No
42,Non-Travel,118,Human Resources,4,5,144,23040,18432,Human Resources,14,Technical Degree,1,88-1256144,3,Female,2,3,Married,2,Yes,No,14,2,3,80,2,9,2,1,15,11,5,3,Yes
57,Travel_Femalerequently,475,Research & DevelopMaleent,28,5,51,8160,6528,Research Director,20,Other,1,99-6894328,2,Male,4,4,Single,2,Yes,No,19,4,4,80,2,30,4,2,15,15,10,10,No
31,Travel_Femalerequently,477,Human Resources,33,2,70,11200,8960,Sales Representative,16,Other,1,52-5049480,1,Male,1,4,Single,3,Yes,No,19,4,4,80,0,1,6,1,21,14,12,16,No
40,Travel_Rarely,1418,Research & DevelopMaleent,11,5,86,13760,11008,Sales Executive,14,Other,1,55-7331523,2,Male,1,3,Single,2,Yes,No,11,3,4,80,3,4,4,4,10,4,2,16,No
49,Travel_Rarely,353,Human Resources,37,2,50,8000,6400,Research Scientist,20,Technical Degree,1,48-3196108,2,Female,3,4,Married,0,Yes,No,17,2,3,80,1,8,5,3,21,20,12,5,Yes
50,Travel_Femalerequently,1246,Research & DevelopMaleent,45,4,49,7840,6272,Laboratory Technician,16,Other,1,60-0081836,3,Male,4,1,Single,8,Yes,No,10,1,2,80,2,36,1,3,16,11,8,8,Yes
49,Travel_Femalerequently,197,Research & DevelopMaleent,37,2,114,18240,14592,Sales Executive,16,Human Resources,1,69-5734806,2,Male,4,2,Married,0,Yes,No,17,1,2,80,1,26,4,4,34,19,6,3,Yes
43,Non-Travel,1353,Human Resources,17,5,87,13920,11136,Research Director,18,Medical,1,59-3036645,2,Male,1,2,Single,2,Yes,No,11,3,4,80,2,25,1,2,8,17,1,2,No
53,Travel_Rarely,781,Sales,5,2,100,16000,12800,Research Scientist,16,Life Sciences ,1,96-8261064,4,Male,2,4,Single,2,Yes,No,21,1,3,80,1,23,0,4,39,7,0,9,No
42,Non-Travel,1290,Human Resources,1,5,74,11840,9472,Research Director,20,Other,1,19-0105640,3,Female,1,2,Single,3,Yes,No,18,1,4,80,2,17,1,1,28,5,4,9,No
60,Travel_Rarely,1053,Sales,9,4,139,22240,17792,Research Scientist,18,Sales,1,03-4509892,4,Female,1,2,Single,0,Yes,No,15,4,3,80,3,22,3,3,18,1,11,15,No
30,Travel_Femalerequently,838,Sales,22,3,146,23360,18688,Sales Executive,18,Human Resources,1,74-8577699,4,Male,1,3,Single,3,Yes,No,23,2,2,80,2,27,2,1,37,12,6,3,Yes
18,Travel_Rarely,997,Research & DevelopMaleent,11,4,97,15520,12416,Human Resources,14,Medical,1,18-0803147,1,Male,3,1,Married,3,Yes,No,20,1,2,80,2,8,0,2,19,1,10,2,Yes
19,Travel_Femalerequently,178,Sales,12,4,100,16000,12800,Manufacturing Director,16,Other,1,59-0835610,3,Male,1,4,Married,4,Yes,No,23,2,3,80,2,8,6,3,40,15,13,12,No
51,Non-Travel,1381,Research & DevelopMaleent,46,4,58,9280,7424,Research Director,20,Human Resources,1,98-2528091,3,Female,2,2,Married,2,Yes,No,17,4,3,80,2,26,3,3,2,8,9,11,No
32,Non-Travel,1456,Human Resources,31,2,33,5280,4224,Laboratory Technician,16,Human Resources,1,12-1441089,1,Male,2,2,Married,1,Yes,No,24,2,1,80,1,13,6,4,28,14,6,8,Yes
54,Travel_Femalerequently,518,Research & DevelopMaleent,16,2,116,18560,14848,Research Director,16,Human Resources,1,67-5688492,2,Female,1,4,Single,0,Yes,No,14,2,3,80,1,39,4,1,22,19,10,12,Yes
41,Travel_Rarely,761,Human Resources,31,3,60,9600,7680,Sales Representative,16,Sales,1,33-9415948,2,Male,2,2,Married,5,Yes,No,18,2,2,80,2,36,1,3,38,16,11,10,Yes
47,Non-Travel,850,Research & DevelopMaleent,7,5,142,22720,18176,Research Director,16,Other,1,73-5176392,2,Female,2,4,Single,7,Yes,No,20,1,3,80,2,21,5,4,11,0,3,10,No
57,Non-Travel,1480,Research & DevelopMaleent,49,2,96,15360,12288,Sales Executive,16,Life Sciences ,1,16-4608836,3,Female,3,3,Single,6,Yes,No,12,3,3,80,0,39,3,2,6,20,3,3,Yes
50,Non-Travel,718,Human Resources,38,2,83,13280,10624,Manufacturing Director,14,Life Sciences ,1,04-7824643,4,Male,2,2,Single,7,Yes,No,15,3,3,80,0,6,4,1,30,14,3,6,No
22,Non-Travel,911,Human Resources,1,2,37,5920,4736,Laboratory Technician,16,Technical Degree,1,03-1451840,4,Female,4,3,Married,4,Yes,No,25,3,3,80,0,11,4,1,0,7,10,3,No
34,Travel_Femalerequently,1313,Human Resources,11,4,46,7360,5888,Laboratory Technician,14,Medical,1,50-8004226,3,Male,2,1,Single,8,Yes,No,20,4,4,80,3,34,1,4,20,12,8,1,No
42,Non-Travel,1363,Human Resources,13,4,121,19360,15488,Research Director,20,Sales,1,63-8450372,4,Female,3,4,Married,2,Yes,No,24,3,4,80,3,1,5,1,39,11,4,1,No
44,Travel_Rarely,417,Human Resources,11,3,44,7040,5632,Healthcare Representative,14,Sales,1,60-5590443,1,Female,3,2,Married,2,Yes,No,21,3,2,80,2,21,2,4,3,14,4,4,Yes
51,Travel_Femalerequently,1018,Human Resources,14,4,123,19680,15744,Manager,18,Other,1,57-0172970,1,Female,2,1,Married,2,Yes,No,14,4,1,80,3,24,1,1,37,20,4,15,No
36,Travel_Femalerequently,1285,Human Resources,17,3,85,13600,10880,Manufacturing Director,14,Sales,1,56-4854308,3,Female,2,3,Married,3,Yes,No,14,2,3,80,1,10,6,1,21,14,3,1,No
31,Non-Travel,545,Sales,42,2,105,16800,13440,Sales Executive,14,Life Sciences ,1,82-6887306,2,Male,1,1,Married,7,Yes,No,19,2,4,80,0,26,5,4,37,18,10,4,No
39,Travel_Femalerequently,303,Human Resources,31,5,129,20640,16512,Research Scientist,20,Sales,1,14-4500031,4,Male,3,4,Single,2,Yes,No,10,2,3,80,2,8,0,2,14,6,11,4,Yes
37,Travel_Femalerequently,675,Research & DevelopMaleent,22,1,107,17120,13696,Human Resources,16,Other,1,14-3862591,1,Female,4,2,Married,8,Yes,No,10,4,4,80,0,8,0,2,39,20,6,7,No
46,Travel_Rarely,683,Sales,35,2,31,4960,3968,Sales Representative,16,Life Sciences ,1,28-6556856,2,Female,4,2,Single,5,Yes,No,12,2,3,80,0,8,6,2,23,16,13,13,Yes
33,Travel_Femalerequently,1478,Research & DevelopMaleent,8,1,119,19040,15232,Sales Representative,12,Technical Degree,1,47-7797046,3,Male,2,4,Single,0,Yes,No,13,2,4,80,1,10,6,1,22,8,13,16,No
29,Travel_Rarely,148,Human Resources,8,3,53,8480,6784,Sales Executive,18,Technical Degree,1,58-1236380,3,Female,1,4,Married,2,Yes,No,17,4,4,80,1,40,1,4,34,20,11,17,No
28,Travel_Rarely,1166,Research & DevelopMaleent,9,1,130,20800,16640,Sales Representative,14,Sales,1,25-0374805,4,Female,4,4,Single,7,Yes,No,25,3,3,80,0,34,6,2,9,2,8,5,No
34,Non-Travel,195,Human Resources,26,3,140,22400,17920,Research Scientist,20,Technical Degree,1,82-9690431,1,Female,2,4,Single,1,Yes,No,17,4,2,80,2,32,2,3,13,15,12,13,Yes
53,Travel_Rarely,898,Human Resources,3,5,102,16320,13056,Sales Executive,18,Sales,1,30-2570881,1,Female,4,3,Married,5,Yes,No,21,3,1,80,3,1,2,2,32,17,2,10,No
48,Travel_Rarely,275,Research & DevelopMaleent,20,3,37,5920,4736,Laboratory Technician,14,Other,1,67-6218349,2,Female,2,1,Single,2,Yes,No,20,3,2,80,2,29,6,2,33,4,15,5,No
35,Travel_Rarely,676,Human Resources,20,1,40,6400,5120,Laboratory Technician,18,Other,1,62-4251898,1,Female,4,4,Single,5,Yes,No,20,2,3,80,1,8,2,1,26,6,3,14,No
20,Non-Travel,279,Research & DevelopMaleent,33,5,72,11520,9216,Manufacturing Director,16,Human Resources,1,24-3344994,4,Female,3,2,Single,6,Yes,No,20,2,3,80,3,31,3,1,39,4,7,13,Yes
49,Travel_Femalerequently,523,Research & DevelopMaleent,31,5,109,17440,13952,Sales Executive,16,Life Sciences ,1,15-1231110,3,Female,3,4,Married,8,Yes,No,21,2,3,80,3,40,0,1,33,2,0,17,No
36,Travel_Rarely,627,Research & DevelopMaleent,29,4,81,12960,10368,Sales Executive,14,Medical,1,89-0384626,3,Female,4,4,Single,8,Yes,No,11,3,3,80,2,1,2,3,38,10,1,15,No
56,Travel_Femalerequently,950,Human Resources,32,4,51,8160,6528,Research Director,18,Sales,1,30-2243750,3,Female,3,4,Married,0,Yes,No,25,3,3,80,3,14,2,4,29,3,11,13,No
45,Travel_Femalerequently,119,Human Resources,46,2,136,21760,17408,Manufacturing Director,14,Human Resources,1,72-4552711,2,Male,4,4,Married,7,Yes,No,11,2,3,80,1,16,0,2,5,4,13,16,No
46,Travel_Femalerequently,833,Sales,17,5,30,4800,3840,Manufacturing Director,16,Other,1,52-9453194,1,Female,3,2,Single,2,Yes,No,21,3,4,80,3,4,1,1,17,15,5,13,No
49,Non-Travel,1323,Research & DevelopMaleent,45,5,130,20800,16640,Sales Executive,14,Technical Degree,1,30-2424516,1,Male,1,1,Single,6,Yes,No,22,2,1,80,3,11,5,3,19,20,10,17,Yes
56,Non-Travel,1113,Human Resources,22,4,90,14400,11520,Manager,14,Technical Degree,1,51-6104865,3,Male,2,2,Single,0,Yes,No,15,3,3,80,3,36,2,3,18,14,14,1,No
21,Non-Travel,498,Sales,14,5,106,16960,13568,Sales Executive,18,Technical Degree,1,13-2174082,3,Female,2,3,Married,4,Yes,No,20,2,3,80,2,33,0,4,21,4,5,5,No
55,Travel_Rarely,1113,Human Resources,24,2,72,11520,9216,Sales Representative,12,Technical Degree,1,76-4032207,3,Female,4,1,Single,5,Yes,No,11,1,4,80,1,26,0,1,26,1,6,0,No
27,Travel_Femalerequently,1138,Human Resources,34,2,105,16800,13440,Sales Executive,18,Life Sciences ,1,95-4891029,3,Female,4,1,Single,6,Yes,No,10,4,3,80,0,24,5,3,33,3,1,8,No
36,Travel_Femalerequently,1100,Research & DevelopMaleent,25,2,136,21760,17408,Manufacturing Director,16,Human Resources,1,32-6077154,4,Male,2,1,Single,0,Yes,No,20,3,1,80,0,33,5,3,12,2,13,6,Yes
60,Travel_Rarely,288,Research & DevelopMaleent,39,4,70,11200,8960,Human Resources,16,Human Resources,1,28-9171337,4,Male,4,3,Married,2,Yes,No,21,3,3,80,2,17,1,3,19,9,11,5,Yes
46,Travel_Rarely,1339,Sales,50,1,57,9120,7296,Sales Representative,16,Technical Degree,1,15-3362084,2,Female,3,4,Single,5,Yes,No,16,2,2,80,0,21,5,1,5,13,0,11,Yes
46,Non-Travel,814,Sales,30,1,141,22560,18048,Sales Representative,14,Medical,1,55-7105629,4,Female,1,3,Married,2,Yes,No,12,1,3,80,1,3,6,3,37,17,11,1,No
43,Travel_Rarely,1217,Sales,42,5,35,5600,4480,Manager,16,Human Resources,1,61-7329362,3,Male,4,1,Single,2,Yes,No,22,2,3,80,3,0,4,2,28,1,1,2,No
20,Travel_Rarely,977,Research & DevelopMaleent,29,5,69,11040,8832,Research Scientist,20,Life Sciences ,1,55-1282689,1,Male,1,1,Married,4,Yes,No,22,3,1,80,2,22,0,1,25,3,14,12,Yes
31,Non-Travel,599,Sales,50,5,70,11200,8960,Human Resources,14,Other,1,70-5653581,4,Female,3,3,Married,7,Yes,No,20,2,4,80,3,0,0,2,17,7,5,5,No
33,Non-Travel,364,Research & DevelopMaleent,33,4,36,5760,4608,Healthcare Representative,14,Medical,1,07-0716386,2,Female,4,3,Single,2,Yes,No,13,1,1,80,2,38,3,1,8,15,7,3,Yes
37,Non-Travel,1130,Human Resources,27,5,57,9120,7296,Sales Executive,18,Other,1,40-3135589,4,Female,3,4,Married,3,Yes,No,16,3,2,80,2,20,1,2,33,0,0,15,No
42,Travel_Rarely,1429,Sales,50,5,106,16960,13568,Manufacturing Director,16,Life Sciences ,1,14-3271200,3,Female,3,3,Married,8,Yes,No,21,2,2,80,3,31,0,3,27,12,15,5,Yes
32,Travel_Femalerequently,767,Sales,28,2,82,13120,10496,Manager,16,Technical Degree,1,55-6813157,4,Male,3,4,Married,3,Yes,No,19,2,4,80,1,37,5,3,14,13,7,14,No
37,Travel_Femalerequently,1429,Research & DevelopMaleent,6,3,108,17280,13824,Manufacturing Director,14,Medical,1,07-0524667,3,Female,2,4,Married,8,Yes,No,21,3,4,80,2,13,0,2,37,15,6,8,No
26,Travel_Femalerequently,145,Human Resources,23,4,45,7200,5760,Sales Representative,14,Life Sciences ,1,73-4686515,1,Male,1,4,Single,6,Yes,No,20,3,3,80,2,24,5,1,16,8,8,14,No
18,Travel_Rarely,584,Human Resources,42,5,112,17920,14336,Manufacturing Director,16,Sales,1,30-2011021,3,Male,2,1,Married,5,Yes,No,10,3,4,80,2,36,0,3,19,19,10,4,No
27,Travel_Rarely,1405,Human Resources,4,2,150,24000,19200,Research Scientist,20,Technical Degree,1,82-6758463,4,Female,2,1,Married,5,Yes,No,18,4,2,80,1,37,3,2,35,2,9,0,No
30,Non-Travel,899,Sales,5,3,107,17120,13696,Manufacturing Director,14,Other,1,97-8584479,4,Female,3,1,Single,2,Yes,No,20,3,4,80,2,29,1,1,32,4,15,2,No
41,Non-Travel,553,Human Resources,6,3,126,20160,16128,Manufacturing Director,14,Medical,1,61-1332680,3,Male,1,3,Married,1,Yes,No,22,3,1,80,2,20,6,1,30,14,10,5,Yes
52,Travel_Rarely,368,Research & DevelopMaleent,37,1,124,19840,15872,Healthcare Representative,12,Technical Degree,1,21-8372045,1,Female,4,3,Married,8,Yes,No,16,3,2,80,0,32,0,2,1,9,14,0,Yes
60,Travel_Femalerequently,879,Human Resources,23,4,45,7200,5760,Sales Representative,16,Sales,1,65-1427001,2,Female,2,1,Married,2,Yes,No,21,3,3,80,2,21,6,3,35,1,2,4,No
44,Travel_Femalerequently,109,Human Resources,44,5,132,21120,16896,Sales Executive,18,Life Sciences ,1,80-9476923,4,Female,2,3,Single,3,Yes,No,17,1,1,80,3,2,5,2,3,19,9,4,Yes
58,Travel_Rarely,152,Research & DevelopMaleent,24,1,93,14880,11904,Human Resources,12,Technical Degree,1,76-7794134,2,Female,3,2,Married,2,Yes,No,15,4,3,80,1,2,4,1,7,19,2,15,No
43,Travel_Femalerequently,906,Human Resources,22,2,93,14880,11904,Manufacturing Director,16,Technical Degree,1,51-4519058,4,Female,2,3,Married,2,Yes,No,24,2,3,80,0,13,6,4,33,13,14,1,No
43,Travel_Rarely,1255,Research & DevelopMaleent,44,4,121,19360,15488,Sales Executive,16,Human Resources,1,49-6537307,3,Male,3,4,Married,4,Yes,No,23,1,2,80,3,1,0,2,8,10,0,2,No
54,Travel_Rarely,532,Human Resources,39,1,72,11520,9216,Sales Representative,16,Human Resources,1,88-7892624,4,Male,4,4,Single,5,Yes,No,11,2,1,80,1,13,1,2,40,3,4,10,No
28,Non-Travel,1303,Human Resources,3,3,60,9600,7680,Sales Representative,12,Life Sciences ,1,92-3696280,3,Female,3,1,Single,0,Yes,No,20,1,3,80,1,8,5,4,37,8,12,7,No
24,Non-Travel,950,Sales,31,4,88,14080,11264,Research Director,18,Life Sciences ,1,83-7390860,3,Female,4,4,Single,8,Yes,No,15,4,3,80,3,8,2,1,7,11,5,6,Yes
53,Non-Travel,656,Human Resources,20,4,116,18560,14848,Research Scientist,20,Sales,1,77-4791008,1,Female,4,3,Married,5,Yes,No,21,2,2,80,2,14,3,3,22,20,1,5,No
27,Non-Travel,271,Human Resources,29,4,52,8320,6656,Sales Representative,18,Life Sciences ,1,85-6886729,1,Male,1,1,Single,6,Yes,No,25,3,4,80,2,4,4,4,34,17,12,4,No
35,Travel_Rarely,1325,Research & DevelopMaleent,48,1,119,19040,15232,Laboratory Technician,18,Technical Degree,1,18-9428630,3,Male,1,3,Single,8,Yes,No,16,2,2,80,1,30,3,1,19,3,14,9,No
26,Non-Travel,566,Human Resources,38,3,39,6240,4992,Sales Representative,18,Technical Degree,1,84-0159351,2,Female,1,1,Married,6,Yes,No,12,4,1,80,2,7,4,2,0,14,2,2,No
37,Non-Travel,1344,Research & DevelopMaleent,4,2,138,22080,17664,Manufacturing Director,14,Other,1,00-0465673,4,Male,3,2,Single,8,Yes,No,14,3,3,80,0,10,0,1,13,15,12,3,No
30,Non-Travel,345,Human Resources,3,3,36,5760,4608,Laboratory Technician,18,Technical Degree,1,75-1758644,3,Female,3,3,Single,7,Yes,No,18,2,3,80,2,7,3,3,7,6,1,8,No
26,Non-Travel,948,Sales,37,2,129,20640,16512,Manager,16,Human Resources,1,69-3325599,1,Male,1,4,Married,7,Yes,No,10,2,3,80,0,1,3,1,32,14,13,0,No
26,Non-Travel,1307,Sales,10,5,106,16960,13568,Sales Executive,18,Sales,1,54-2316366,3,Female,2,2,Married,0,Yes,No,24,1,1,80,3,40,5,3,15,3,10,4,Yes
31,Travel_Femalerequently,520,Sales,17,2,71,11360,9088,Laboratory Technician,18,Life Sciences ,1,83-3301131,2,Male,4,3,Single,2,Yes,No,13,2,3,80,1,29,2,2,1,3,10,1,No
24,Non-Travel,695,Sales,8,1,144,23040,18432,Laboratory Technician,16,Human Resources,1,21-7816415,3,Male,2,1,Married,5,Yes,No,22,4,1,80,1,37,3,2,29,17,5,7,Yes
46,Non-Travel,102,Human Resources,37,5,35,5600,4480,Research Director,20,Sales,1,55-3315777,2,Female,1,4,Married,0,Yes,No,14,2,2,80,2,19,1,2,31,9,11,16,Yes
51,Travel_Rarely,921,Sales,14,1,147,23520,18816,Laboratory Technician,16,Technical Degree,1,33-7897069,2,Male,4,2,Single,5,Yes,No,20,3,3,80,1,38,0,2,18,0,0,0,Yes
60,Travel_Femalerequently,1367,Research & DevelopMaleent,35,5,63,10080,8064,Sales Executive,16,Sales,1,80-6608682,4,Female,4,1,Married,3,Yes,No,20,1,2,80,3,3,2,2,9,18,10,5,Yes
26,Non-Travel,1392,Research & DevelopMaleent,10,2,32,5120,4096,Sales Representative,16,Other,1,67-5501837,3,Female,3,4,Single,4,Yes,No,21,4,3,80,1,4,1,3,15,18,7,14,Yes
29,Travel_Rarely,236,Human Resources,34,1,56,8960,7168,Sales Representative,16,Other,1,44-9585701,1,Male,1,1,Single,0,Yes,No,23,4,2,80,0,33,2,1,11,5,6,3,Yes
47,Travel_Rarely,751,Sales,24,5,75,12000,9600,Research Director,16,Other,1,32-4935059,3,Male,3,1,Married,1,Yes,No,15,3,4,80,3,28,0,4,15,6,14,8,No
56,Travel_Femalerequently,701,Research & DevelopMaleent,34,3,51,8160,6528,Manager,16,Human Resources,1,78-0434473,2,Male,1,3,Single,6,Yes,No,24,1,4,80,2,22,5,3,37,7,10,3,No
31,Non-Travel,538,Research & DevelopMaleent,17,3,131,20960,16768,Manufacturing Director,14,Sales,1,59-6786444,4,Male,3,1,Married,2,Yes,No,22,2,3,80,2,8,0,2,21,19,12,11,No
44,Non-Travel,1477,Human Resources,39,1,61,9760,7808,Laboratory Technician,16,Technical Degree,1,09-3324354,2,Male,4,3,Married,8,Yes,No,16,2,4,80,0,40,5,4,26,2,1,15,No
32,Travel_Femalerequently,1445,Human Resources,7,3,103,16480,13184,Sales Executive,18,Human Resources,1,00-9615058,3,Male,2,2,Single,8,Yes,No,12,2,3,80,2,12,6,1,35,20,0,17,No
28,Travel_Rarely,1052,Human Resources,3,2,30,4800,3840,Healthcare Representative,14,Medical,1,07-2931997,3,Male,4,2,Married,3,Yes,No,18,3,3,80,1,5,3,2,18,10,13,17,No
58,Non-Travel,983,Sales,13,1,124,19840,15872,Sales Representative,12,Technical Degree,1,33-8875301,2,Female,1,2,Married,0,Yes,No,12,1,4,80,1,29,0,2,26,11,8,6,No
37,Non-Travel,762,Human Resources,16,4,64,10240,8192,Manufacturing Director,14,Sales,1,01-6184105,4,Male,3,4,Married,1,Yes,No,21,3,3,80,3,7,0,4,3,1,8,4,No
32,Non-Travel,319,Research & DevelopMaleent,37,2,113,18080,14464,Manager,18,Technical Degree,1,69-2519270,3,Female,2,4,Single,7,Yes,No,19,3,1,80,0,35,6,4,24,4,0,13,Yes
46,Travel_Femalerequently,752,Research & DevelopMaleent,43,2,70,11200,8960,Research Director,20,Technical Degree,1,68-6307163,3,Male,3,2,Married,3,Yes,No,23,3,4,80,0,16,6,2,15,8,0,4,No
23,Non-Travel,1014,Research & DevelopMaleent,19,5,30,4800,3840,Manufacturing Director,14,Sales,1,22-7981951,2,Male,4,4,Married,4,Yes,No,19,1,4,80,2,29,4,2,9,13,12,3,No
30,Travel_Rarely,153,Sales,36,5,97,15520,12416,Sales Executive,18,Medical,1,49-2562654,3,Male,1,3,Single,7,Yes,No,22,4,4,80,2,1,6,1,40,12,14,11,No
36,Non-Travel,438,Research & DevelopMaleent,43,5,135,21600,17280,Manufacturing Director,14,Human Resources,1,31-9348645,2,Male,3,1,Single,4,Yes,No,25,2,3,80,2,9,1,4,2,14,4,3,Yes
30,Travel_Rarely,1035,Human Resources,11,2,83,13280,10624,Research Director,20,Human Resources,1,12-6424970,3,Female,2,1,Single,7,Yes,No,24,4,3,80,1,34,0,3,21,20,7,9,Yes
41,Travel_Rarely,200,Human Resources,3,5,115,18400,14720,Research Scientist,20,Sales,1,05-5760228,2,Female,4,4,Single,5,Yes,No,16,2,4,80,2,16,1,4,26,5,1,12,No
57,Travel_Femalerequently,616,Sales,29,5,36,5760,4608,Sales Executive,18,Technical Degree,1,82-6897860,3,Female,4,4,Single,8,Yes,No,22,1,3,80,3,11,5,3,39,19,15,4,No
59,Travel_Femalerequently,1400,Human Resources,36,2,66,10560,8448,Laboratory Technician,16,Human Resources,1,71-7443100,1,Male,2,1,Single,4,Yes,No,15,3,3,80,1,11,4,2,9,10,15,7,No
54,Travel_Rarely,282,Human Resources,22,4,79,12640,10112,Sales Representative,14,Medical,1,78-3554399,4,Female,1,3,Married,0,Yes,No,16,3,3,80,3,31,0,3,25,2,6,11,No
27,Travel_Femalerequently,500,Human Resources,23,4,43,6880,5504,Laboratory Technician,16,Life Sciences ,1,18-6528767,2,Female,1,2,Single,7,Yes,No,18,2,3,80,3,8,6,1,13,4,7,3,No
33,Non-Travel,842,Research & DevelopMaleent,32,4,135,21600,17280,Research Director,16,Medical,1,40-5849856,4,Male,4,3,Married,4,Yes,No,11,3,1,80,2,35,5,2,40,5,0,12,Yes
46,Non-Travel,1478,Sales,38,1,40,6400,5120,Laboratory Technician,18,Technical Degree,1,99-5232146,3,Male,2,2,Married,2,Yes,No,17,4,4,80,1,38,4,4,9,1,10,6,No
26,Travel_Femalerequently,1046,Research & DevelopMaleent,38,4,69,11040,8832,Research Scientist,18,Human Resources,1,44-1821601,1,Female,4,1,Single,7,Yes,No,24,2,4,80,3,22,1,2,14,10,13,14,No
39,Travel_Femalerequently,981,Sales,9,3,39,6240,4992,Laboratory Technician,18,Medical,1,89-6104908,2,Male,1,2,Married,2,Yes,No,24,4,3,80,2,1,0,1,19,12,7,16,No
47,Travel_Femalerequently,1454,Research & DevelopMaleent,3,1,42,6720,5376,Sales Representative,16,Life Sciences ,1,85-5896424,4,Female,2,2,Single,7,Yes,No,21,2,4,80,0,26,2,3,15,11,0,17,No
31,Travel_Femalerequently,860,Human Resources,13,2,149,23840,19072,Research Director,18,Life Sciences ,1,95-8710069,4,Male,2,1,Married,0,Yes,No,20,1,1,80,1,7,1,2,22,4,5,2,No
29,Travel_Rarely,499,Research & DevelopMaleent,10,2,70,11200,8960,Healthcare Representative,12,Other,1,97-2800878,4,Male,3,1,Married,7,Yes,No,18,4,4,80,1,20,2,3,34,16,5,0,No
