Age,BusinessTravel,DailyRate,Department,DistanceFromHome,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,MaritalStatus,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
48,Travel_Frequently,1002,Research & Development,30,4,98,15680,12544,Sales Representative,14,Technical Degree,1,87-8330425,2,Female,1,4,Married,7,Yes,No,12,2,1,80,2,4,3,1,38,7,4,16,No
26,Non-Travel,170,Research & Development,36,5,111,17760,14208,Research Director,20,Human Resources,1,24-6336643,2,Male,2,3,Married,4,Yes,No,12,2,4,80,2,32,3,1,17,1,0,7,No
50,Travel_Rarely,253,Sales,40,4,40,6400,5120,Sales Representative,14,Sales,1,00-7464309,1,Female,2,2,Married,7,Yes,No,15,1,2,80,3,16,4,2,12,19,15,15,No
40,Travel_Frequently,523,Research & Development,6,1,72,11520,9216,Sales Representative,18,Life Sciences,1,25-9056472,4,Female,3,4,Single,6,Yes,No,25,2,3,80,1,0,6,4,26,15,14,13,Yes
53,Travel_Rarely,288,Sales,23,1,115,18400,14720,Healthcare Representative,16,Medical,1,71-5998679,4,Male,3,2,Single,0,Yes,No,18,3,3,80,1,24,2,1,14,20,6,17,Yes
46,Travel_Frequently,182,Sales,7,3,115,18400,14720,Manager,14,Technical Degree,1,47-0452813,2,Female,4,3,Married,2,Yes,No,18,2,2,80,1,16,0,2,40,3,6,2,No
32,Travel_Rarely,548,Research & Development,28,4,112,17920,14336,Research Director,18,Life Sciences,1,55-9045142,3,Female,2,2,Single,0,Yes,No,19,1,2,80,3,39,2,3,23,18,15,5,Yes
26,Travel_Rarely,1276,Human Resources,20,3,98,15680,12544,Healthcare Representative,14,Medical,1,43-2243144,4,Male,4,3,Married,5,Yes,No,10,2,2,80,1,37,5,4,5,17,3,16,Yes
59,Travel_Rarely,230,Human Resources,11,5,130,20800,16640,Human Resources,14,Human Resources,1,12-2667932,4,Female,3,3,Married,5,Yes,No,23,1,3,80,2,3,1,1,16,19,15,5,No
35,Non-Travel,1062,Human Resources,3,1,132,21120,16896,Human Resources,14,Life Sciences,1,44-0967229,3,Male,3,4,Married,3,Yes,No,24,2,1,80,0,40,3,2,39,13,1,4,No
50,Travel_Rarely,245,Human Resources,50,4,35,5600,4480,Sales Representative,18,Other,1,88-4998624,4,Male,4,2,Married,5,Yes,No,18,3,1,80,2,35,2,1,29,9,14,15,No
27,Travel_Rarely,1074,Human Resources,39,1,123,19680,15744,Laboratory Technician,18,Technical Degree,1,65-5076560,1,Male,3,4,Single,7,Yes,No,14,3,2,80,0,5,0,2,2,20,4,6,Yes
29,Non-Travel,477,Sales,16,2,49,7840,6272,Sales Representative,14,Sales,1,82-5260369,4,Male,1,4,Single,1,Yes,No,14,1,4,80,0,11,1,3,32,10,2,13,No
50,Non-Travel,979,Research & Development,24,3,98,15680,12544,Research Director,20,Sales,1,94-7848918,2,Male,4,3,Married,2,Yes,No,17,2,1,80,2,32,2,2,10,9,2,16,No
27,Travel_Rarely,1130,Sales,48,4,63,10080,8064,Sales Executive,18,Sales,1,78-5211215,4,Male,4,1,Single,7,Yes,No,24,4,4,80,3,24,5,2,12,3,11,4,No
20,Non-Travel,1282,Sales,38,2,100,16000,12800,Sales Representative,12,Technical Degree,1,54-3148602,2,Male,4,2,Single,4,Yes,No,17,2,1,80,1,32,1,4,40,16,1,15,No
30,Non-Travel,1033,Human Resources,30,5,31,4960,3968,Human Resources,14,Life Sciences,1,16-2065403,3,Female,4,3,Married,4,Yes,No,18,3,4,80,2,38,0,3,9,9,3,1,No
35,Travel_Frequently,959,Human Resources,35,1,78,12480,9984,Sales Representative,12,Technical Degree,1,67-6254238,2,Male,1,3,Single,5,Yes,No,21,1,2,80,0,2,0,4,18,14,11,14,No
51,Travel_Frequently,415,Research & Development,5,3,106,16960,13568,Research Director,20,Human Resources,1,75-1354318,2,Female,1,2,Single,6,Yes,No,20,4,4,80,2,3,3,4,22,17,13,5,No
44,Non-Travel,1270,Research & Development,35,4,123,19680,15744,Sales Executive,16,Other,1,58-2494409,2,Female,4,2,Single,5,Yes,No,10,2,2,80,3,0,3,1,16,0,14,11,No
50,Travel_Rarely,516,Sales,23,4,50,8000,6400,Research Scientist,18,Sales,1,10-7096363,1,Male,2,4,Single,4,Yes,No,18,2,2,80,3,13,4,3,28,7,1,0,Yes
37,Non-Travel,231,Research & Development,35,2,95,15200,12160,Research Director,20,Other,1,28-7598256,2,Male,1,2,Married,6,Yes,No,18,4,1,80,1,10,1,2,36,18,13,9,Yes
53,Travel_Rarely,358,Sales,34,2,150,24000,19200,Research Scientist,18,Life Sciences,1,92-5654096,1,Male,3,1,Married,4,Yes,No,11,2,3,80,1,33,4,4,1,17,10,4,No
32,Non-Travel,1438,Human Resources,49,5,126,20160,16128,Manufacturing Director,16,Life Sciences,1,16-4973444,3,Female,1,2,Single,4,Yes,No,21,3,2,80,3,0,2,1,8,17,3,12,Yes
44,Non-Travel,679,Human Resources,30,5,147,23520,18816,Sales Executive,18,Life Sciences,1,06-5181968,3,Female,3,4,Single,6,Yes,No,22,3,4,80,2,31,4,4,20,17,5,6,Yes
46,Travel_Rarely,1165,Human Resources,17,3,92,14720,11776,Sales Representative,14,Medical,1,35-0410442,4,Female,3,3,Married,3,Yes,No,10,3,4,80,1,4,2,1,29,13,5,11,No
22,Travel_Frequently,915,Human Resources,10,4,93,14880,11904,Laboratory Technician,16,Life Sciences,1,56-9625455,1,Female,3,2,Married,1,Yes,No,23,2,4,80,3,33,4,1,37,8,14,7,No
46,Travel_Rarely,300,Sales,9,2,35,5600,4480,Healthcare Representative,14,Sales,1,83-8821991,3,Male,1,3,Single,5,Yes,No,11,3,4,80,0,5,2,3,28,5,5,15,No
34,Non-Travel,974,Human Resources,27,1,136,21760,17408,Sales Representative,12,Sales,1,12-0688570,3,Female,2,3,Single,3,Yes,No,18,3,1,80,0,38,2,1,2,19,3,11,No
33,Travel_Frequently,932,Human Resources,26,5,46,7360,5888,Research Director,16,Medical,1,40-5525283,1,Female,2,2,Married,0,Yes,No,17,3,1,80,3,25,0,3,28,3,7,15,Yes
57,Travel_Rarely,627,Sales,20,3,67,10720,8576,Human Resources,14,Life Sciences,1,74-9286759,1,Male,4,4,Single,0,Yes,No,20,3,2,80,2,27,4,2,33,7,4,3,Yes
37,Non-Travel,704,Human Resources,5,2,68,10880,8704,Manager,16,Technical Degree,1,08-6358962,1,Male,4,4,Single,7,Yes,No,24,2,2,80,1,28,3,2,36,5,14,13,No
30,Non-Travel,1039,Human Resources,40,4,125,20000,16000,Manufacturing Director,14,Technical Degree,1,16-0564793,4,Male,1,2,Single,3,Yes,No,22,3,2,80,2,9,2,3,22,0,9,9,Yes
20,Travel_Rarely,440,Human Resources,18,3,118,18880,15104,Research Scientist,20,Medical,1,34-5802148,1,Female,4,4,Single,3,Yes,No,21,3,1,80,2,8,0,1,7,9,0,14,Yes
46,Travel_Frequently,751,Research & Development,22,2,127,20320,16256,Manager,16,Medical,1,44-2556112,3,Female,1,3,Married,5,Yes,No,10,3,3,80,0,27,0,2,21,0,13,12,No
59,Travel_Frequently,635,Research & Development,46,4,121,19360,15488,Research Director,18,Other,1,34-2484145,2,Female,3,1,Single,1,Yes,No,22,2,2,80,2,39,3,2,16,7,13,11,No
40,Non-Travel,483,Sales,39,3,146,23360,18688,Research Director,18,Human Resources,1,79-0608629,1,Male,4,2,Married,2,Yes,No,25,1,3,80,1,0,2,3,27,15,8,16,No
27,Non-Travel,706,Human Resources,5,3,130,20800,16640,Sales Executive,14,Technical Degree,1,44-8528324,4,Female,4,1,Married,2,Yes,No,14,4,3,80,1,11,1,3,16,5,8,12,No
60,Non-Travel,1208,Sales,49,5,65,10400,8320,Sales Executive,16,Technical Degree,1,81-5920099,2,Male,3,3,Married,0,Yes,No,16,3,4,80,3,30,5,3,25,20,11,3,No
48,Travel_Frequently,1302,Human Resources,1,4,53,8480,6784,Laboratory Technician,16,Sales,1,11-2851154,2,Male,3,4,Single,6,Yes,No,11,3,4,80,3,6,3,4,17,1,13,8,No
41,Travel_Rarely,197,Research & Development,35,5,105,16800,13440,Manager,18,Medical,1,42-9129166,3,Female,4,3,Single,7,Yes,No,11,3,3,80,2,32,6,4,28,1,7,17,No
28,Travel_Frequently,1359,Research & Development,19,3,133,21280,17024,Research Scientist,20,Medical,1,37-6788790,3,Female,2,4,Married,1,Yes,No,10,1,2,80,1,23,3,1,14,11,4,6,Yes
21,Non-Travel,1383,Research & Development,47,4,119,19040,15232,Manager,14,Other,1,18-9744007,3,Male,4,1,Married,2,Yes,No,15,3,3,80,3,30,0,4,14,1,2,17,Yes
60,Non-Travel,444,Human Resources,3,5,131,20960,16768,Manager,18,Life Sciences,1,76-2993625,1,Female,4,4,Married,0,Yes,No,16,1,3,80,3,21,5,1,3,8,2,6,Yes
53,Non-Travel,202,Research & Development,16,3,86,13760,11008,Laboratory Technician,18,Human Resources,1,80-6408701,2,Male,2,1,Single,7,Yes,No,12,4,4,80,2,34,1,4,6,16,5,0,No
33,Travel_Frequently,832,Sales,26,4,143,22880,18304,Sales Executive,14,Technical Degree,1,84-1714404,4,Female,2,4,Married,2,Yes,No,12,4,4,80,2,22,6,3,9,12,10,6,No
42,Travel_Rarely,669,Human Resources,11,4,79,12640,10112,Sales Representative,12,Other,1,69-3558935,3,Male,2,4,Married,4,Yes,No,21,2,2,80,3,2,1,1,18,5,6,1,Yes
59,Travel_Rarely,983,Research & Development,26,4,87,13920,11136,Research Scientist,16,Sales,1,04-5073140,4,Male,2,2,Married,2,Yes,No,21,1,3,80,2,1,0,3,24,16,11,17,Yes
57,Travel_Rarely,648,Sales,49,2,144,23040,18432,Manager,16,Sales,1,22-0235473,3,Female,3,3,Single,7,Yes,No,13,3,3,80,1,0,3,1,13,20,5,1,No
56,Travel_Rarely,1098,Research & Development,43,5,132,21120,16896,Manufacturing Director,14,Medical,1,98-1704991,4,Male,1,3,Married,5,Yes,No,19,3,3,80,2,3,1,1,32,3,9,12,No
38,Travel_Rarely,1057,Research & Development,35,3,113,18080,14464,Sales Executive,14,Life Sciences,1,72-0592744,3,Female,1,3,Single,7,Yes,No,17,3,3,80,2,14,1,3,15,11,3,6,No
27,Travel_Rarely,577,Sales,8,3,112,17920,14336,Research Director,18,Sales,1,20-6158474,3,Female,1,1,Single,5,Yes,No,11,2,1,80,2,20,5,3,36,20,11,5,Yes
51,Travel_Rarely,254,Sales,17,1,74,11840,9472,Sales Representative,18,Medical,1,88-0994381,4,Female,1,4,Married,7,Yes,No,11,2,1,80,1,7,1,3,6,18,0,9,Yes
55,Travel_Frequently,1313,Research & Development,32,2,138,22080,17664,Research Scientist,18,Medical,1,49-7432196,1,Female,3,1,Married,0,Yes,No,23,4,4,80,0,11,4,1,35,3,15,4,No
57,Non-Travel,1040,Research & Development,10,2,147,23520,18816,Manager,16,Human Resources,1,27-4752286,3,Male,4,2,Single,6,Yes,No,20,4,4,80,1,11,6,3,19,9,10,16,No
23,Travel_Rarely,1010,Research & Development,42,2,55,8800,7040,Research Director,16,Sales,1,11-6528894,1,Male,2,1,Married,3,Yes,No,19,3,4,80,0,24,1,3,4,8,1,3,No
46,Non-Travel,1193,Research & Development,27,1,95,15200,12160,Sales Representative,16,Technical Degree,1,12-8196754,1,Male,4,1,Married,6,Yes,No,24,1,1,80,0,38,0,2,4,17,10,15,No
47,Travel_Frequently,668,Human Resources,50,4,83,13280,10624,Human Resources,14,Other,1,58-2017369,1,Female,3,1,Single,5,Yes,No,14,1,4,80,3,35,0,4,16,5,9,3,No
23,Non-Travel,1131,Sales,18,1,111,17760,14208,Healthcare Representative,14,Medical,1,19-3290927,3,Male,4,4,Single,4,Yes,No,16,2,4,80,1,10,5,2,24,1,14,13,No
44,Travel_Frequently,981,Research & Development,1,2,43,6880,5504,Sales Representative,14,Medical,1,55-9245946,3,Male,3,1,Single,3,Yes,No,21,3,4,80,0,1,4,3,5,4,9,14,No
47,Travel_Rarely,1100,Sales,28,4,121,19360,15488,Manager,16,Other,1,24-5856074,3,Female,1,3,Married,6,Yes,No,23,3,4,80,3,9,4,1,21,9,11,14,No
51,Non-Travel,1383,Human Resources,34,2,127,20320,16256,Manager,16,Medical,1,97-8348220,1,Female,4,4,Married,2,Yes,No,12,3,4,80,0,32,1,4,25,0,1,5,No
21,Non-Travel,1325,Human Resources,14,3,111,17760,14208,Sales Executive,18,Life Sciences,1,25-7691564,1,Female,1,1,Single,4,Yes,No,10,2,2,80,1,12,3,1,5,8,9,5,Yes
23,Travel_Rarely,1227,Sales,46,1,126,20160,16128,Human Resources,14,Human Resources,1,53-5082833,1,Female,2,4,Single,6,Yes,No,10,1,3,80,0,4,1,2,11,0,6,12,Yes
58,Non-Travel,723,Sales,42,4,37,5920,4736,Laboratory Technician,18,Other,1,98-4430663,2,Female,3,4,Married,1,Yes,No,15,1,3,80,2,4,2,4,4,1,6,13,No
55,Travel_Rarely,868,Sales,41,4,71,11360,9088,Manufacturing Director,16,Life Sciences,1,41-9448423,3,Male,4,1,Married,3,Yes,No,23,1,1,80,2,7,2,3,6,17,6,7,Yes
51,Non-Travel,733,Sales,45,3,138,22080,17664,Research Director,20,Human Resources,1,83-1415790,2,Male,2,3,Married,1,Yes,No,20,1,2,80,1,35,4,2,28,12,9,3,No
51,Travel_Frequently,945,Human Resources,27,2,132,21120,16896,Manufacturing Director,14,Other,1,38-6106013,2,Female,1,2,Single,6,Yes,No,10,2,3,80,0,16,1,2,33,6,4,0,Yes
28,Non-Travel,816,Human Resources,2,2,77,12320,9856,Research Scientist,20,Other,1,02-3059915,1,Female,3,3,Single,1,Yes,No,17,1,1,80,1,9,4,3,37,11,7,11,Yes
36,Travel_Frequently,342,Sales,10,3,33,5280,4224,Laboratory Technician,18,Sales,1,38-6024092,3,Male,3,3,Single,3,Yes,No,21,1,2,80,2,12,6,2,4,0,4,2,Yes
50,Non-Travel,281,Research & Development,31,1,61,9760,7808,Sales Representative,14,Sales,1,70-6234724,4,Male,4,2,Married,0,Yes,No,20,2,1,80,1,8,1,3,20,4,3,17,Yes
38,Travel_Frequently,220,Human Resources,50,2,61,9760,7808,Laboratory Technician,16,Life Sciences,1,99-2112058,2,Female,1,3,Single,6,Yes,No,11,1,1,80,1,21,5,4,16,10,5,12,No
24,Non-Travel,211,Human Resources,32,3,95,15200,12160,Healthcare Representative,16,Life Sciences,1,06-4086323,2,Female,4,3,Married,3,Yes,No,12,3,4,80,2,32,3,3,18,17,6,4,No
34,Non-Travel,1121,Sales,11,2,126,20160,16128,Manager,14,Technical Degree,1,41-7914331,1,Male,1,4,Single,7,Yes,No,15,3,4,80,0,13,2,3,5,5,3,17,No
31,Non-Travel,196,Sales,10,1,82,13120,10496,Human Resources,14,Life Sciences,1,02-1474544,1,Female,1,3,Married,0,Yes,No,15,1,1,80,0,13,1,2,23,14,0,8,Yes
51,Travel_Frequently,435,Human Resources,27,2,134,21440,17152,Manager,16,Human Resources,1,89-9477084,1,Male,1,2,Married,8,Yes,No,25,1,1,80,1,12,1,3,36,2,1,12,Yes
22,Non-Travel,800,Research & Development,11,3,43,6880,5504,Sales Representative,14,Medical,1,75-9756478,2,Male,2,1,Single,5,Yes,No,10,2,2,80,1,19,2,4,36,2,14,2,Yes
49,Non-Travel,767,Sales,22,4,141,22560,18048,Sales Executive,18,Life Sciences,1,21-1845773,4,Male,1,1,Single,8,Yes,No,10,3,3,80,2,8,5,4,18,15,14,3,No
38,Travel_Frequently,922,Human Resources,8,3,81,12960,10368,Research Director,18,Life Sciences,1,27-1688947,1,Male,3,4,Single,8,Yes,No,23,4,4,80,1,11,1,4,2,10,11,4,No
54,Travel_Rarely,177,Human Resources,21,5,145,23200,18560,Research Scientist,20,Other,1,65-9550888,4,Female,4,2,Married,4,Yes,No,17,1,3,80,3,8,2,3,0,2,2,2,Yes
44,Travel_Frequently,1341,Sales,19,2,63,10080,8064,Human Resources,16,Medical,1,44-1765219,2,Female,2,1,Married,2,Yes,No,10,2,3,80,0,7,5,2,33,3,11,1,No
54,Travel_Frequently,590,Human Resources,50,1,129,20640,16512,Sales Representative,16,Sales,1,27-5207268,2,Male,1,2,Married,1,Yes,No,15,1,2,80,1,35,6,4,34,1,10,13,Yes
24,Travel_Rarely,935,Human Resources,7,1,42,6720,5376,Laboratory Technician,16,Other,1,59-5727299,4,Female,3,2,Married,8,Yes,No,11,2,3,80,0,14,2,3,38,20,15,8,No
58,Non-Travel,1011,Sales,12,2,32,5120,4096,Sales Representative,18,Other,1,99-3447776,3,Female,3,2,Single,6,Yes,No,23,2,2,80,0,24,3,2,9,19,3,11,No
49,Travel_Rarely,1430,Research & Development,27,5,123,19680,15744,Research Director,18,Technical Degree,1,78-8601911,1,Female,2,3,Single,4,Yes,No,11,4,4,80,3,31,4,4,6,13,4,7,No
33,Travel_Rarely,687,Sales,4,3,114,18240,14592,Research Director,18,Sales,1,42-1325050,2,Male,3,1,Single,0,Yes,No,18,3,4,80,1,2,4,1,4,7,11,2,No
49,Travel_Rarely,149,Sales,2,5,100,16000,12800,Research Director,16,Sales,1,64-6062979,3,Female,3,3,Single,8,Yes,No,16,2,1,80,3,27,6,2,8,17,5,5,Yes
21,Travel_Frequently,483,Sales,1,5,113,18080,14464,Manager,18,Human Resources,1,10-1852690,1,Male,1,4,Married,7,Yes,No,14,2,1,80,3,40,2,3,7,17,14,16,No
57,Non-Travel,710,Human Resources,49,1,78,12480,9984,Sales Representative,18,Sales,1,42-9994706,1,Female,2,4,Married,0,Yes,No,15,3,4,80,1,11,0,4,12,6,11,6,No
22,Travel_Rarely,757,Research & Development,17,5,96,15360,12288,Human Resources,14,Sales,1,66-1252901,3,Female,1,3,Married,0,Yes,No,25,2,2,80,3,28,6,3,39,7,4,10,No
30,Non-Travel,476,Research & Development,10,5,132,21120,16896,Sales Executive,16,Human Resources,1,77-7586800,1,Male,4,4,Married,4,Yes,No,14,1,1,80,2,31,2,1,0,19,8,2,Yes
40,Travel_Frequently,1024,Research & Development,40,2,78,12480,9984,Research Director,20,Human Resources,1,50-3254504,1,Male,3,2,Single,3,Yes,No,11,2,4,80,1,20,4,2,38,9,12,11,No
29,Travel_Frequently,1412,Human Resources,1,3,78,12480,9984,Research Director,18,Technical Degree,1,79-1583922,3,Female,3,1,Married,8,Yes,No,24,3,3,80,2,1,1,1,8,2,0,1,Yes
49,Travel_Rarely,599,Research & Development,38,2,83,13280,10624,Manufacturing Director,16,Sales,1,33-3266524,4,Female,2,2,Married,0,Yes,No,17,3,4,80,0,24,3,3,8,7,14,3,No
22,Travel_Rarely,1259,Research & Development,4,3,46,7360,5888,Human Resources,16,Technical Degree,1,76-0018032,2,Female,2,3,Married,5,Yes,No,20,2,2,80,2,33,0,3,1,13,13,1,No
40,Travel_Frequently,1421,Human Resources,44,1,63,10080,8064,Healthcare Representative,16,Other,1,71-6858917,4,Female,4,2,Single,4,Yes,No,16,2,4,80,0,7,1,3,19,15,14,16,No
44,Travel_Frequently,1244,Research & Development,50,2,69,11040,8832,Healthcare Representative,12,Human Resources,1,29-5756930,4,Female,1,3,Single,6,Yes,No,19,4,3,80,1,8,2,1,39,20,9,9,Yes
57,Travel_Rarely,862,Sales,4,5,131,20960,16768,Research Scientist,20,Other,1,06-5689973,3,Female,4,4,Married,5,Yes,No,16,4,1,80,2,21,2,4,24,8,10,11,No
28,Travel_Frequently,180,Human Resources,22,3,35,5600,4480,Laboratory Technician,18,Other,1,54-5007670,2,Male,3,4,Married,8,Yes,No,14,1,2,80,1,35,2,1,32,13,1,12,No
19,Travel_Frequently,1467,Research & Development,32,3,103,16480,13184,Sales Executive,14,Human Resources,1,98-7262761,2,Male,2,2,Married,7,Yes,No,19,1,2,80,1,10,5,1,17,5,6,16,Yes
44,Non-Travel,1448,Sales,15,4,126,20160,16128,Manager,18,Life Sciences,1,51-5042965,3,Female,3,2,Married,1,Yes,No,23,2,2,80,2,11,6,1,30,20,9,9,Yes
29,Travel_Rarely,1060,Human Resources,50,5,51,8160,6528,Sales Executive,16,Sales,1,88-5161983,1,Female,2,2,Married,7,Yes,No,14,4,4,80,3,17,4,4,31,11,2,13,No
57,Travel_Rarely,131,Research & Development,34,3,129,20640,16512,Research Director,20,Life Sciences,1,58-8876169,2,Female,4,3,Married,7,Yes,No,12,3,3,80,1,4,1,1,39,15,6,9,No
33,Travel_Rarely,644,Research & Development,23,1,96,15360,12288,Laboratory Technician,16,Medical,1,44-3202921,4,Female,2,1,Married,2,Yes,No,16,1,4,80,0,33,1,1,36,18,4,5,No
40,Travel_Rarely,646,Sales,49,3,147,23520,18816,Sales Executive,16,Technical Degree,1,65-7665876,1,Male,3,1,Married,0,Yes,No,23,2,3,80,2,28,1,3,39,11,2,15,No
44,Non-Travel,1155,Research & Development,12,5,148,23680,18944,Manufacturing Director,14,Other,1,47-9741391,2,Female,4,3,Single,0,Yes,No,12,2,3,80,3,21,5,4,27,15,3,4,Yes
26,Non-Travel,143,Sales,40,3,104,16640,13312,Sales Executive,14,Technical Degree,1,74-4234749,1,Female,4,3,Married,8,Yes,No,14,3,1,80,2,37,5,4,35,18,2,3,Yes
33,Travel_Rarely,456,Research & Development,34,1,104,16640,13312,Sales Representative,16,Sales,1,84-2176282,4,Female,3,3,Married,1,Yes,No,20,1,1,80,0,24,6,1,29,17,8,17,Yes
28,Non-Travel,1155,Sales,42,2,123,19680,15744,Sales Executive,18,Other,1,27-8382157,2,Male,3,2,Married,5,Yes,No,15,3,4,80,0,29,4,2,33,4,2,6,No
20,Travel_Frequently,1417,Sales,40,5,69,11040,8832,Manufacturing Director,14,Sales,1,53-0913122,1,Female,1,4,Married,2,Yes,No,23,4,4,80,2,20,2,3,16,0,1,14,No
58,Travel_Frequently,307,Research & Development,42,5,88,14080,11264,Research Scientist,20,Human Resources,1,91-2655966,2,Male,3,4,Married,2,Yes,No,18,4,3,80,2,25,6,2,10,13,6,3,No
49,Travel_Rarely,542,Research & Development,8,3,40,6400,5120,Healthcare Representative,12,Technical Degree,1,95-1373808,3,Male,4,3,Married,5,Yes,No,18,2,2,80,1,27,4,1,28,9,4,10,Yes
24,Travel_Frequently,902,Research & Development,17,5,126,20160,16128,Sales Executive,16,Sales,1,35-2308754,1,Female,1,1,Single,8,Yes,No,25,3,3,80,3,24,1,2,19,1,5,10,Yes
21,Travel_Rarely,1304,Sales,4,3,77,12320,9856,Manufacturing Director,16,Technical Degree,1,25-4451254,4,Male,4,2,Married,7,Yes,No,17,3,3,80,1,32,3,2,28,15,5,4,No
44,Travel_Rarely,479,Research & Development,8,3,108,17280,13824,Sales Executive,14,Other,1,11-8894307,2,Female,1,1,Single,3,Yes,No,23,4,1,80,1,24,4,1,39,8,11,13,No
53,Travel_Rarely,1498,Research & Development,39,4,45,7200,5760,Sales Representative,12,Technical Degree,1,34-6458940,2,Female,4,4,Single,7,Yes,No,16,3,2,80,3,8,6,1,15,18,7,7,Yes
23,Travel_Rarely,358,Human Resources,16,5,108,17280,13824,Sales Executive,16,Technical Degree,1,86-4694482,3,Male,3,1,Single,2,Yes,No,24,2,4,80,3,39,0,1,16,20,10,3,No
26,Travel_Rarely,455,Sales,14,2,66,10560,8448,Sales Executive,16,Other,1,12-5020733,3,Female,1,1,Single,3,Yes,No,18,4,1,80,1,22,0,4,29,5,4,10,No
59,Non-Travel,891,Research & Development,15,1,36,5760,4608,Laboratory Technician,16,Human Resources,1,67-7902686,3,Male,2,3,Single,8,Yes,No,24,1,2,80,0,1,5,2,31,5,4,0,Yes
41,Travel_Rarely,1061,Human Resources,9,3,39,6240,4992,Healthcare Representative,16,Human Resources,1,24-9354470,1,Female,3,3,Single,3,Yes,No,19,2,3,80,1,23,2,1,35,9,15,12,No
40,Travel_Frequently,917,Human Resources,8,1,94,15040,12032,Laboratory Technician,16,Technical Degree,1,99-3257922,1,Male,3,2,Single,3,Yes,No,10,3,4,80,1,39,0,3,3,17,1,8,No
58,Non-Travel,656,Human Resources,39,5,118,18880,15104,Sales Executive,16,Technical Degree,1,74-0488941,2,Male,3,1,Single,0,Yes,No,16,3,4,80,3,17,4,4,31,18,1,0,No
59,Travel_Rarely,714,Research & Development,40,5,42,6720,5376,Human Resources,12,Human Resources,1,31-9135218,2,Female,4,1,Single,7,Yes,No,19,3,3,80,2,28,4,3,22,11,8,0,No
22,Travel_Frequently,1142,Research & Development,19,1,62,9920,7936,Healthcare Representative,16,Life Sciences,1,13-6361477,4,Male,3,3,Married,4,Yes,No,18,2,3,80,1,7,2,2,18,4,9,14,Yes
56,Travel_Rarely,1428,Research & Development,29,3,42,6720,5376,Laboratory Technician,16,Human Resources,1,60-4186307,3,Female,2,4,Married,6,Yes,No,15,2,3,80,1,26,4,2,10,10,0,16,No
56,Travel_Frequently,134,Sales,19,1,53,8480,6784,Laboratory Technician,16,Technical Degree,1,77-7328407,4,Male,2,2,Single,4,Yes,No,24,2,2,80,1,38,3,1,15,14,9,10,Yes
27,Travel_Rarely,198,Research & Development,49,5,127,20320,16256,Research Director,16,Sales,1,45-1537366,1,Female,1,3,Single,2,Yes,No,15,3,3,80,3,27,1,1,13,9,4,15,Yes
28,Travel_Frequently,1415,Human Resources,29,4,138,22080,17664,Research Scientist,18,Human Resources,1,18-0705288,4,Male,1,1,Married,0,Yes,No,17,3,3,80,3,9,4,4,7,8,9,0,No
51,Travel_Frequently,205,Research & Development,16,4,130,20800,16640,Research Director,20,Human Resources,1,06-5638473,3,Female,1,1,Married,3,Yes,No,14,4,3,80,3,25,6,4,11,3,13,4,No
38,Travel_Rarely,1499,Sales,26,2,133,21280,17024,Research Director,20,Human Resources,1,19-8908016,3,Male,4,2,Married,5,Yes,No,14,2,3,80,1,14,3,2,11,9,12,3,Yes
51,Travel_Frequently,1337,Research & Development,35,5,99,15840,12672,Research Director,20,Life Sciences,1,49-5957110,3,Male,4,4,Married,3,Yes,No,16,1,1,80,2,23,6,1,29,15,12,0,Yes
34,Non-Travel,296,Research & Development,45,3,55,8800,7040,Laboratory Technician,14,Medical,1,98-5977395,3,Female,2,4,Married,6,Yes,No,22,2,1,80,2,0,3,4,4,16,14,15,Yes
48,Travel_Frequently,229,Sales,48,5,61,9760,7808,Manufacturing Director,14,Sales,1,68-7296397,1,Male,2,4,Single,3,Yes,No,20,3,1,80,3,3,3,2,3,18,12,1,No
39,Travel_Rarely,771,Human Resources,15,1,147,23520,18816,Laboratory Technician,16,Life Sciences,1,73-5928595,1,Female,4,1,Single,0,Yes,No,18,2,2,80,0,6,5,4,26,8,14,9,Yes
38,Travel_Frequently,655,Sales,32,3,33,5280,4224,Sales Representative,16,Sales,1,96-7258782,1,Female,2,2,Married,1,Yes,No,25,2,4,80,2,3,1,2,23,19,7,12,No
45,Travel_Frequently,387,Research & Development,50,1,97,15520,12416,Laboratory Technician,16,Medical,1,67-0191181,1,Female,4,1,Married,7,Yes,No,20,3,4,80,1,23,4,1,29,0,10,5,No
19,Travel_Frequently,1469,Sales,7,3,146,23360,18688,Manufacturing Director,14,Technical Degree,1,75-9155677,3,Male,4,3,Married,2,Yes,No,11,2,2,80,1,0,4,3,40,12,4,10,Yes
